session_date,observer_id,session_id,location_id,participant_id,Gender,session_start,session_end,observer_session_task id,What,start_time,end_time,elapsed_time,total_time,total_time(fixed_sec),Who,How,How_(subcategories),Where,ended_by,multi_with,num_of_multitask_fragments,num_of_tasks_in_multi_1,multi_task_id_1,multi_start_1,multi_end_1,num_of_tasks_in_multi_2,multi_task_id_2,multi_start_2,multi_end_2,num_of_tasks_in_multi_3,multi_task_id_3,multi_start_3,multi_end_3,num_of_tasks_in_multi_4,multi_task_id_4,multi_start_4,multi_end_4,total_overlapping_time,is_interrupting_task?,interrupted_by,num_of_interrupts,int_task_id_1,int_start_1,int_end_1,active_1,active_2,inactive_1,is_session_complete?
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_12,Professional Communication,13:47:19,13:47:23,0:00:04,0:00:04,4,Doctor(s),Talking,0,Hospital,10040_10733_13,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_13,Direct Care,13:47:23,13:47:26,0:00:03,0:00:03,3,Patient,Talking,0,Hospital,10040_10733_14,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_14,Off-Screen,13:47:26,13:51:37,0:04:11,0:04:11,251,0,0,0,Off-Screen,10040_10733_15,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:11,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_15,Social,13:51:37,13:51:47,0:00:10,0:00:10,10,Other,Talking,0,Hospital,10040_10733_16,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:10,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_16,Professional Communication,13:51:47,13:51:53,0:00:06,0:00:06,6,Doctor(s),Talking,0,Hospital,10040_10733_17,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_17,Social,13:51:53,13:52:23,0:00:30,0:00:30,30,Other,Talking,0,Hospital,10040_10733_18,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:30,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_18,Off-Screen,13:52:23,13:55:26,0:03:03,0:03:03,183,0,0,0,Off-Screen,10040_10733_19,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:03,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_19,Direct Care,13:55:26,13:56:00,0:00:34,0:00:34,34,Patient,Talking,0,Hospital,10040_10733_20,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:34,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_20,Professional Communication,13:56:00,13:56:12,0:00:12,0:00:12,12,Other,Talking,0,Hospital,10040_10733_21,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_21,Social,13:56:12,13:56:27,0:00:15,0:00:15,15,Other,Talking,0,Hospital,10040_10733_22,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_22,Direct Care,13:56:27,13:56:37,0:00:10,0:00:10,10,Patient,Talking,0,Hospital,10040_10733_23,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:10,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_23,Off-Screen,13:56:37,14:00:12,0:03:35,0:03:35,215,0,0,0,Off-Screen,10040_10733_24,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:35,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_24,Social,14:00:12,14:00:22,0:00:10,0:00:10,10,Doctor(s),Talking,0,Hospital,10040_10733_25,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:10,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_25,Off-Screen,14:00:22,14:02:41,0:02:19,0:02:19,139,0,0,0,Off-Screen,10040_10733_26,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:19,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_26,Social,14:02:41,14:03:07,0:00:26,0:00:26,26,Doctor(s),Talking,0,Hospital,user,10040_10733_27,1,2,10040_10733_27,14:03:02,14:03:07,,,,,,,,,,,,,0:00:05,FALSE,,0,,,,0:00:26,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_27,Document,14:03:02,14:03:11,0:00:09,0:00:09,9,0,Med Chart,0,Hospital,10040_10733_28,10040_10733_26,1,2,10040_10733_26,14:03:02,14:03:07,,,,,,,,,,,,,0:00:05,FALSE,,0,,,,0:00:09,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_28,Off-Screen,14:03:11,14:11:48,0:08:37,0:08:37,517,0,0,0,Off-Screen,10040_10733_29,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:08:37,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_29,Social,14:11:48,14:12:00,0:00:12,0:00:12,12,Other,Talking,0,Hospital,10040_10733_30,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_30,Social,14:12:00,14:12:33,0:00:33,0:00:33,33,Doctor(s),Talking,0,Hospital,10040_10733_31,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:33,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_31,Off-Screen,14:12:33,14:23:53,0:11:20,0:11:20,680,0,0,0,Off-Screen,10040_10733_32,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:11:20,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_32,Social,14:23:53,14:25:06,0:01:13,0:01:13,73,Other,Talking,0,Community,10040_10733_35,"10040_10733_33,10040_10733_34",2,2,10040_10733_33,14:24:00,14:24:09,2,10040_10733_34,14:24:48,14:24:56,,,,,,,,,0:00:17,FALSE,,0,,,,0:01:13,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_33,In-transit,14:24:00,14:24:09,0:00:09,0:00:09,9,0,0,0,Community,user,10040_10733_32,1,2,10040_10733_32,14:24:00,14:24:09,,,,,,,,,,,,,0:00:09,FALSE,,0,,,,0:00:09,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_34,In-transit,14:24:48,14:24:56,0:00:08,0:00:08,8,0,0,0,Community,user,10040_10733_32,1,2,10040_10733_32,14:24:48,14:24:56,,,,,,,,,,,,,0:00:08,FALSE,,0,,,,0:00:08,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_35,Off-Screen,14:25:06,14:27:32,0:02:26,0:02:26,146,0,0,0,Off-Screen,10040_10733_36,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:26,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_36,Social,14:27:32,14:27:45,0:00:13,0:00:13,13,Other,Talking,0,Hospital,10040_10733_37,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:13,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_37,Nothing Happening,14:27:45,14:27:57,0:00:12,0:00:12,12,0,0,0,Nothing Happening,10040_10733_38,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_38,Social,14:27:57,14:28:08,0:00:11,0:00:11,11,Doctor(s),Talking,0,Hospital,10040_10733_39,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:11,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_39,Off-Screen,14:28:08,14:31:00,0:02:52,0:02:52,172,0,0,0,Off-Screen,10040_10733_40,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:52,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_40,Social,14:31:00,14:31:35,0:00:35,0:00:35,35,Doctor(s),Talking,0,Hospital,10040_10733_42,10040_10733_41,1,2,10040_10733_41,14:31:20,14:31:24,,,,,,,,,,,,,0:00:04,FALSE,,0,,,,0:00:35,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_41,In-transit,14:31:20,14:31:24,0:00:04,0:00:04,4,0,0,0,Hospital,user,10040_10733_40,1,2,10040_10733_40,14:31:20,14:31:24,,,,,,,,,,,,,0:00:04,FALSE,,0,,,,0:00:04,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_42,Social,14:31:35,14:32:09,0:00:34,0:00:34,34,Doctor(s),Talking,0,Hospital,10040_10733_43,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:34,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_43,Off-Screen,14:32:09,14:33:32,0:01:23,0:01:23,83,0,0,0,Off-Screen,10040_10733_44,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:23,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_44,Nothing Happening,14:33:32,14:33:35,0:00:03,0:00:03,3,0,0,0,Nothing Happening,10040_10733_45,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_45,In-transit,14:33:35,14:33:41,0:00:06,0:00:06,6,0,0,0,Hospital,10040_10733_46,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_46,Nothing Happening,14:33:41,14:33:50,0:00:09,0:00:09,9,0,0,0,Nothing Happening,10040_10733_47,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
13-Jul-22,10040,10733,Season 15 Episode 10,Archie Morris,M,13:44:03,14:33:59,10040_10733_47,Off-Screen,14:33:50,14:33:59,0:00:09,0:00:09,9,0,0,0,Off-Screen,user,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_1,Off-Screen,20:28:16,20:33:45,0:05:29,0:05:29,329,0,0,0,Off-Screen,10040_10747_2,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:05:29,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_2,Social,20:33:45,20:34:20,0:00:35,0:00:35,35,Other,Talking,0,Community,10040_10747_3,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:35,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_3,Nothing Happening,20:34:20,20:34:27,0:00:07,0:00:07,7,0,0,0,Nothing Happening,10040_10747_4,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_4,Nothing Happening,20:34:27,20:34:34,0:00:07,0:00:07,7,0,0,0,Nothing Happening,10040_10747_5,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_5,Off-Screen,20:34:34,20:34:38,0:00:04,0:00:04,4,0,0,0,Off-Screen,10040_10747_6,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_6,Nothing Happening,20:34:38,20:34:46,0:00:08,0:00:08,8,0,0,0,Nothing Happening,10040_10747_7,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:08,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_7,Off-Screen,20:34:46,20:34:55,0:00:09,0:00:09,9,0,0,0,Off-Screen,10040_10747_8,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_8,Nothing Happening,20:34:55,20:34:58,0:00:03,0:00:03,3,0,0,0,Nothing Happening,10040_10747_9,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_9,Off-Screen,20:34:58,20:35:05,0:00:07,0:00:07,7,0,0,0,Off-Screen,10040_10747_10,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_10,Nothing Happening,20:35:05,20:35:11,0:00:06,0:00:06,6,0,0,0,Nothing Happening,10040_10747_11,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_11,Off-Screen,20:35:11,20:40:50,0:05:39,0:05:39,339,0,0,0,Off-Screen,10040_10747_12,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:05:39,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_12,Social,20:40:50,20:42:44,0:01:54,0:01:54,114,Doctor(s),Talking,0,Community,10040_10747_13,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:01:54,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_13,In-transit,20:42:44,20:42:56,0:00:12,0:00:12,12,0,0,0,Hospital,10040_10747_14,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_14,Nothing Happening,20:42:56,20:43:03,0:00:07,0:00:07,7,0,0,0,Nothing Happening,10040_10747_15,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_15,Off-Screen,20:43:03,20:43:06,0:00:03,0:00:03,3,0,0,0,Off-Screen,10040_10747_16,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_16,Nothing Happening,20:43:06,20:43:10,0:00:04,0:00:04,4,0,0,0,Nothing Happening,10040_10747_17,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_17,Direct Care,20:43:10,20:43:17,0:00:07,0:00:07,7,Doctor(s),Talking,0,ICU,10040_10747_18,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_18,Social,20:43:17,20:43:32,0:00:15,0:00:15,15,Other,Talking,0,ICU,10040_10747_19,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:15,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_19,Nothing Happening,20:43:32,20:43:41,0:00:09,0:00:09,9,0,0,0,Nothing Happening,10040_10747_20,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_20,Professional Communication,20:43:41,20:43:48,0:00:07,0:00:07,7,Doctor(s),Talking,0,ICU,10040_10747_21,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_21,Nothing Happening,20:43:48,20:43:51,0:00:03,0:00:03,3,0,0,0,Nothing Happening,10040_10747_22,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_22,Off-Screen,20:43:51,20:47:10,0:03:19,0:03:19,199,0,0,0,Off-Screen,10040_10747_23,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:19,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_23,Nothing Happening,20:47:10,20:47:14,0:00:04,0:00:04,4,0,0,0,Nothing Happening,10040_10747_24,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_24,Professional Communication,20:47:14,20:47:28,0:00:14,0:00:14,14,Doctor(s),Talking,0,ICU,10040_10747_25,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:14,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_25,Nothing Happening,20:47:28,20:48:06,0:00:38,0:00:38,38,0,0,0,Nothing Happening,10040_10747_26,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:38,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_26,Social,20:48:06,20:48:27,0:00:21,0:00:21,21,Other,Talking,0,ICU,10040_10747_27,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:21,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_27,Off-Screen,20:48:27,20:52:27,0:04:00,0:04:00,240,0,0,0,Off-Screen,10040_10747_28,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:00,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_28,Direct Care,20:52:27,20:53:17,0:00:50,0:00:50,50,Doctor(s),Talking,0,Hospital,10040_10747_29,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:50,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_29,In-transit,20:53:17,20:53:23,0:00:06,0:00:06,6,0,0,0,Hospital,10040_10747_30,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_30,Professional Communication,20:53:23,20:53:33,0:00:10,0:00:10,10,Doctor(s),Talking,0,ICU,10040_10747_31,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:10,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_31,Nothing Happening,20:53:33,20:53:50,0:00:17,0:00:17,17,0,0,0,Nothing Happening,10040_10747_32,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:17,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_32,Professional Communication,20:53:50,20:53:55,0:00:05,0:00:05,5,Doctor(s),Talking,0,ICU,10040_10747_33,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_33,In-transit,20:53:55,20:53:58,0:00:03,0:00:03,3,0,0,0,Hospital,10040_10747_34,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_34,Direct Care,20:53:58,20:54:10,0:00:12,0:00:12,12,Doctor(s),Talking,0,ICU,10040_10747_35,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_35,Off-Screen,20:54:10,20:56:59,0:02:49,0:02:49,169,0,0,0,Off-Screen,10040_10747_36,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:02:49,,,TRUE
18-Jul-22,10040,10747,Season 15 Episode 18,Archie Morris,M,20:28:16,21:24:01,10040_10747_36,Nothing Happening,20:56:59,20:57:03,0:00:04,0:00:04,4,0,0,0,Nothing Happening,10040_10747_37,,0,,,,,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
