session date,observer_id,session id,location id,participant_id,Gender,session start,session end,observer/session/task id,What,start time,end time,elapsed time,total_time,total_time(fixed_sec),Who,How,Where,ended by,multi with,num_of_multitask_fragments,num_of_tasks_in_multi_1,multi task id 1,multi start 1,multi end 1,num of tasks in multi 2,multi task id 2,multi start 2,multi end 2,num of tasks in multi 3,multi task id 3,multi start 3,multi end 3,total overlapping time,is interrupting task?,interrupted by,num_of_interrupts,int task id 1,int start 1,int end 1,active 1,active 2,inactive 1,is session complete?
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2268,Direct Care,10:45:56,10:46:25,0:00:29,0:00:29,29,Patient,Talking,Hospital,4_133_2270,4_133_2269,1,2,4_133_2269,10:46:09,10:46:25,,,,,,,,,0:00:16,FALSE,,0,,,,0:00:29,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2273,Professional Communication,10:52:44,10:53:08,0:00:24,0:00:24,24,Doctor(s),Talking,ICU,4_133_2274,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:24,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2279,Professional Communication,11:02:35,11:02:58,0:00:23,0:00:23,23,Doctor(s),Talking,Hospital,4_133_2280,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:23,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2263,Off-Screen,10:43:10,10:43:31,0:00:21,0:00:21,21,0,0,Off-Screen,4_133_2264,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:21,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2285,Professional Communication,11:10:35,11:10:52,0:00:17,0:00:17,17,Doctor(s),Talking,Hospital,4_133_2286,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:17,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2269,In Transit,10:46:09,10:46:25,0:00:16,0:00:16,16,0,0,Hospital,4_133_2270,4_133_2268,1,2,4_133_2268,10:46:09,10:46:25,,,,,,,,,0:00:16,FALSE,,0,,,,0:00:16,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2256,In Transit,10:42:28,10:42:43,0:00:15,0:00:15,15,0,0,Hospital,4_133_2258,4_133_2257,1,2,4_133_2257,10:42:30,10:42:43,,,,,,,,,0:00:13,FALSE,,0,,,,0:00:15,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2257,Social,10:42:30,10:42:43,0:00:13,0:00:13,13,Doctor(s),Talking,Hospital,4_133_2258,4_133_2256,1,2,4_133_2256,10:42:30,10:42:43,,,,,,,,,0:00:13,FALSE,,0,,,,0:00:13,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2278,Social,11:02:22,11:02:35,0:00:13,0:00:13,13,Doctor(s),Talking,Hospital,4_133_2279,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:13,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2294,Professional Communication,11:17:30,11:17:42,0:00:12,0:00:12,12,Doctor(s),Talking,ICU,4_133_2295,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2296,Nothing Happening,11:19:57,11:20:09,0:00:12,0:00:12,12,0,0,Nothing Happening,4_133_2297,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:12,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2270,Off-Screen,10:46:25,10:46:34,0:00:09,0:00:09,9,0,0,Off-Screen,4_133_2271,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:09,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2259,Social,10:42:49,10:42:57,0:00:08,0:00:08,8,Doctor(s),Talking,Hospital,4_133_2260,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:08,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2281,Off-Screen,11:03:01,11:03:08,0:00:07,0:00:07,7,0,0,Off-Screen,4_133_2282,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:07,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2258,Off-Screen,10:42:43,10:42:49,0:00:06,0:00:06,6,0,0,Off-Screen,4_133_2259,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2261,Social,10:43:02,10:43:08,0:00:06,0:00:06,6,Doctor(s),Talking,Hospital,4_133_2262,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:06,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2260,Off-Screen,10:42:57,10:43:02,0:00:05,0:00:05,5,0,0,Off-Screen,4_133_2261,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2265,Professional Communication,10:43:34,10:43:39,0:00:05,0:00:05,5,Doctor(s),Talking,Hospital,4_133_2266,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2275,In Transit,10:56:42,10:56:47,0:00:05,0:00:05,5,0,0,ICU,4_133_2276,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:05,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2267,In Transit,10:45:52,10:45:56,0:00:04,0:00:04,4,0,0,Hospital,4_133_2268,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2293,Direct Care,11:17:26,11:17:30,0:00:04,0:00:04,4,Patient,0,ICU,4_133_2294,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:04,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2264,In Transit,10:43:31,10:43:34,0:00:03,0:00:03,3,0,0,Hospital,4_133_2265,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2280,Social,11:02:58,11:03:01,0:00:03,0:00:03,3,Doctor(s),Talking,Hospital,4_133_2281,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2284,In Transit,11:10:32,11:10:35,0:00:03,0:00:03,3,0,0,Hospital,4_133_2285,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:03,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2262,In Transit,10:43:08,10:43:10,0:00:02,0:00:02,2,0,0,Hospital,4_133_2263,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:02,,,TRUE
8/18/20,4,133,GA 1.7,Alex K ,M,10:40:15,11:21:18,4_133_2286,In Transit,11:10:52,11:10:54,0:00:02,0:00:02,2,0,0,Hospital,4_133_2287,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:00:02,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1165,Off-Screen,0:21:44,0:35:18,0:13:34,0:13:34,814,0,0,Off-Screen,5_74_1166,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:13:34,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1162,Off-Screen,0:12:10,0:20:57,0:08:47,0:08:47,527,0,0,Off-Screen,5_74_1163,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:08:47,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1332,Off-Screen,23:22:45,23:30:20,0:07:35,0:07:35,455,0,0,Off-Screen,5_77_1333,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:07:35,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1172,Off-Screen,0:41:58,0:46:31,0:04:33,0:04:33,273,0,0,Off-Screen,5_74_1173,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:04:33,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1340,Off-Screen,23:36:08,23:40:07,0:03:59,0:03:59,239,0,0,Off-Screen,5_77_1341,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:59,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1306,Off-Screen,23:07:37,23:11:34,0:03:57,0:03:57,237,0,0,Off-Screen,5_77_1307,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:57,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1169,Off-Screen,0:37:35,0:41:27,0:03:52,0:03:52,232,0,0,Off-Screen,5_74_1170,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:52,,,TRUE
7/11/20,5,74,Episode 3,Bailey1,F,0:08:30,0:50:48,5_74_1176,Off-Screen,0:47:26,0:50:48,0:03:22,0:03:22,202,0,0,Off-Screen,user,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:22,,,TRUE
7/12/20,5,77,Episode 6,Bailey1,F,23:07:37,23:48:59,5_77_1326,Off-Screen,23:17:25,23:20:43,0:03:18,0:03:18,198,0,0,Off-Screen,5_77_1327,,0,,,,,,,,,,,,,0:00:00,FALSE,,0,,,,0:03:18,,,TRUE
